City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
567,Timbo,BR,-26.8233,-49.2717,78.4,99,97,1.14,overcast clouds
568,Salgueiro,BR,-8.0742,-39.1192,75.69,53,72,10.25,broken clouds
569,Ambulu,ID,-8.345,113.6058,83.82,67,91,2.91,overcast clouds
570,Kabarnet,KE,0.4919,35.743,55.36,63,84,2.8,broken clouds
571,Tessalit,ML,20.1986,1.0114,55.85,21,0,10.96,clear sky
572,Burgeo,CA,47.6167,-57.6152,22.64,91,100,26.66,snow
573,Upata,VE,8.0086,-62.3989,74.19,88,39,4.0,scattered clouds
574,Bilibino,RU,68.0546,166.4372,-6.81,83,0,5.08,clear sky
575,Manama,BH,26.2154,50.5832,66.38,85,90,10.36,overcast clouds
576,Creel,MX,27.75,-107.6333,22.21,72,0,7.14,clear sky
577,Rongcheng,CN,30.634,117.8517,46.35,61,2,7.83,clear sky
578,Wawa,NG,9.9022,4.4192,70.57,25,0,4.32,clear sky
579,San Quintin,MX,30.4833,-115.95,56.39,53,16,4.43,few clouds
580,Maralal,KE,1.0968,36.698,59.92,57,100,1.3,overcast clouds
581,Nara,JP,34.6851,135.8049,42.12,62,85,14.72,overcast clouds
582,Zonguldak,TR,41.25,31.8333,21.74,77,10,5.01,clear sky
583,Meadow Lake,US,34.8014,-106.5436,25.14,63,0,3.22,clear sky
584,Beian,NO,63.6559,9.5683,37.0,93,75,35.68,light snow
585,La Ronge,CA,55.1001,-105.2842,-7.35,71,100,9.22,overcast clouds
586,Oliveira Dos Brejinhos,BR,-12.3169,-42.8961,70.5,68,78,3.58,broken clouds
587,Lagoa,PT,39.05,-27.9833,57.51,84,82,20.07,broken clouds
